
ImageName, app1, app2, Advantra, MOST, EnsembleNeuronTracerBasic, meanshift, TreMap, MST_Tracing, EnsembleNeuronTracerV2n, spanningtree, axis_analyzer, Rayshooting, smartTracing, simple, EnsembleNeuronTracerV2s, 
E:\result\110203c3.tif.v3dpbd\gold\755_716_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\755_760_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\755_819_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\762_613_47_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\768_691_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\772_1119_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\781_1846_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\789_632_46_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\791_204_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\796_888_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\799_1138_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\804_520_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\804_765_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\807_1266_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\812_1846_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\816_1974_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\819_332_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\81_462_44_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\81_510_42_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\830_76_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\833_257_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\838_1117_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\839_1519_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\839_32_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\851_1552_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\851_6_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\857_111_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\857_129_46_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\857_140_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\85_1280_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\85_1312_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\85_1588_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\860_204_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\867_460_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\869_588_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\874_385_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\877_1608_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\880_716_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\882_1014_46_gold.tiff, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\882_1025_51_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\883_816_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\883_844_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\890_641_48_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\8_508_42_gold.tiff, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\900_1120_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\900_1155_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\909_1853_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\909_1864_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\910_1025_49_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\916_1736_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\920_1608_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\924_897_50_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\924_946_47_gold.tiff, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\92_1587_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\930_2012_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\932_1283_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\932_1912_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\932_513_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\932_769_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\937_1985_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\938_1027_49_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\946_641_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\947_20_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\950_126_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\953_232_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\959_1172_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\967_1411_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\967_1499_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\968_1283_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\974_50_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\976_1880_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\979_1411_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\979_1539_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\979_1591_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\984_1996_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\110203c3.tif.v3dpbd\gold\984_95_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\985_104_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\988_382_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\989_382_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\110203c3.tif.v3dpbd\gold\994_254_45_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\117_185_121_gold.tiff, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\179_164_60_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\179_184_64_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\246_164_111_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\297_222_70_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\299_307_39_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\300_222_39_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\307_156_66_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\307_164_61_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\307_222_50_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\307_94_59_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\32_32_120_gold.tiff, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\435_144_83_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\435_171_62_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\435_183_62_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\437_171_64_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\438_53_62_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\518_61_47_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\563_187_63_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\563_190_46_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\57_185_63_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\646_116_46_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\12_3dpf_Live_1-28-2010_5-47-24_PM_med_Red.tif_uint8.v3dpbd\gold\679_188_46_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\107_595_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\121_499_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\123_578_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\125_723_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\127_744_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\139_738_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\140_700_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\141_572_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\164_373_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\177_706_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\209_245_18_gold.tiff, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\233_291_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\235_599_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\237_408_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\249_491_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\249_501_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\251_609_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\255_714_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\267_747_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\269_619_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\270_491_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\275_615_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\292_363_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\302_235_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\305_743_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\309_487_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\360_797_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\361_258_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\361_269_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\363_615_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\365_386_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\377_486_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\377_496_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\379_614_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\383_742_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\384_386_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\387_130_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\420_486_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\456_617_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\459_489_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\488_745_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\488_796_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\488_810_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\489_205_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\489_233_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\489_270_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\491_617_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\492_361_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\492_489_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\493_361_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\493_381_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140918c3.tif.v3dpbd\gold\505_469_18_gold.tiff, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\505_489_18_gold.tiff, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\505_510_18_gold.tiff, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140918c3.tif.v3dpbd\gold\512_105_18_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
