ImageName,   EnsembleNeuronTracerV2s,   EnsembleNeuronTracerV2n,   Advantra_updated,   MOST,   ENT_updated,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\904_1319_65_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\918_2663_80_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\922_1127_66_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\925_743_68_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\926_2087_81_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\927_2163_80_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\929_2547_80_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\938_2355_64_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\948_551_47_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\954_1415_74_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\954_1607_88_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\956_1490_74_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\971_359_40_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s06b_L36_Sum_ch2.tif.v3dpbd\gold\980_1682_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1032_381_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1065_46_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1128_140_57_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1197_90_78_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1309_202_63_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1310_311_66_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1320_119_67_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1389_130_56_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1412_322_59_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1424_2715_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1444_244_56_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1467_2579_64_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1501_172_61_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1502_366_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1502_436_52_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1514_2787_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1554_2621_62_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1581_51_78_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\158_298_73_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1616_2714_53_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1620_2405_52_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1620_347_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1629_539_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1636_237_61_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1641_1816_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1642_155_46_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1644_2330_46_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1647_731_62_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1648_1883_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1654_1015_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1659_2522_40_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1659_2597_57_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1662_40_63_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1666_3133_67_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1694_401_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1706_2784_64_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1709_2330_61_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1712_2041_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1714_209_56_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1720_753_48_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1743_1849_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1750_1439_70_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1754_1247_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1755_671_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1765_2233_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1789_2330_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1794_2041_55_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1807_2784_57_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1811_1905_74_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1820_1329_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1820_1521_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1828_178_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1828_262_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1831_2233_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1842_2425_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1842_2976_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1844_1783_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1848_1713_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1855_1591_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1859_1975_48_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1859_2167_47_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1876_2809_40_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1901_2328_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1904_2098_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1906_159_61_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1906_233_55_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1908_2981_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1911_2904_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1922_2520_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1922_2712_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1924_1906_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1927_1689_64_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\1995_2004_61_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2013_2196_53_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2013_2772_53_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2028_2265_48_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2029_2457_46_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2031_2388_48_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2031_2580_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2031_2649_63_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2034_2964_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2036_4156_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2047_1564_67_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2049_2841_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2052_3033_46_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2087_3666_32_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2092_2772_49_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2093_2299_39_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2094_3225_46_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2098_187_64_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2100_2964_45_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2100_3772_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2100_3964_41_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2104_3580_41_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2116_1531_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2119_3033_44_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2135_3858_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2191_2565_60_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2205_2757_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2206_2636_54_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2216_2828_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2226_3020_62_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2232_2949_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2232_3102_45_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2267_3285_39_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2270_3861_41_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2272_4053_35_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2279_3669_40_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2284_3980_42_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2296_3596_39_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2297_3788_48_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2311_3036_55_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2383_3952_36_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2384_4199_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2418_3039_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2422_3515_49_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2425_3817_45_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2429_3625_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2429_3707_46_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2451_4201_49_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2451_4393_36_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2452_3433_36_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2454_4284_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2466_4009_49_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2478_3900_62_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2486_4476_36_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2498_4092_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2503_3034_62_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2553_4288_58_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2560_4393_38_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2575_4009_35_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2576_4201_53_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2610_3072_64_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2621_3646_43_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2621_3712_41_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2626_3520_39_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2626_4414_36_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2637_4288_69_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2670_3838_39_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2752_4355_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2813_3689_40_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2819_4073_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\2839_3881_41_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\350_342_67_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\840_349_71_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\873_68_44_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1201_01_s10mm_ch2.tif.v3dpbd\gold\926_373_74_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\103_598_36_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\121_491_38_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\153_320_60_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\211_410_38_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\229_578_37_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\290_677_38_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\295_597_38_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\298_789_37_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\303_405_44_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\313_485_43_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\345_293_44_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\403_419_38_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\408_227_42_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\421_605_41_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\464_797_39_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\479_1012_42_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\485_297_42_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\487_221_44_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\487_605_43_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\490_413_42_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\494_681_42_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\494_873_45_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\501_105_41_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\505_489_43_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\518_974_46_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\600_236_42_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\613_620_39_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\646_428_39_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\656_812_39_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\673_692_40_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\679_209_40_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\686_620_47_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\693_103_44_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\697_500_44_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\723_308_44_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\826_426_38_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\889_494_46_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\140918c3.tif.v3dpbd\gold\98_680_37_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1004_1049_41_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1010_364_51_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1012_661_47_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1016_857_39_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1017_735_46_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1019_469_43_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1032_927_40_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1048_277_44_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1050_543_43_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1082_358_51_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1084_635_44_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1087_817_42_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1120_550_38_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1123_1016_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1136_742_45_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1151_932_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\140918c7.tif.v3dpbd\gold\1193_610_41_gold.tiff, 1, 0, 0, 0, 0,  , 
